paper_id,human_mean,human_std,n_reviewers,decision,decision_numeric,accepted,claude_overall,claude_soundness,claude_presentation,claude_contribution,claude_confidence,claude_originality,claude_quality,claude_clarity,claude_significance,claude_decision,gpt4o_overall,gpt4o_soundness,gpt4o_presentation,gpt4o_contribution,gpt4o_confidence,gpt4o_originality,gpt4o_quality,gpt4o_clarity,gpt4o_significance,gpt4o_decision,claude_accepted,gpt4o_accepted
q9zIvzRaU94,4.0,1.1547005383792515,4,Reject,0,0,6,3,3,3,4,3,3,3.0,3,Accept,4,3,2,3,4,3,3,2,3,Reject,1,0
JV4tkMi4xg,5.0,1.4142135623730951,4,Reject,0,0,8,4,3,4,4,4,4,4.0,4,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
pC00NfsvnSK,5.5,0.5773502691896257,4,Reject,0,0,6,3,3,4,4,4,3,3.0,4,Accept,6,3,2,3,4,3,3,2,3,Reject,1,0
LOz0xDpw4Y,5.333333333333333,0.5773502691896258,3,Reject,0,0,7,4,3,3,4,4,3,3.0,3,Accept,6,3,3,3,4,3,3,3,3,Accept,1,1
DBOibe1ISzB,4.5,1.7320508075688772,4,Reject,0,0,7,3,3,4,4,4,4,3.0,4,Accept,6,3,2,3,4,3,3,2,3,Reject,1,0
Tubzedlc4P,5.5,2.0816659994661326,4,Reject,0,0,7,3,3,3,4,4,3,3.0,4,Accept,4,3,2,2,4,3,3,2,2,Reject,1,0
bTteFbU99ye,8.0,0.0,3,Accept (Poster),1,1,7,3,4,3,4,3,3,4.0,4,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
dIVrWHP9_1i,4.666666666666667,2.8867513459481287,3,Reject,0,0,7,3,3,4,4,4,3,3.0,4,Accept,7,3,3,3,4,4,4,3,4,Accept,1,1
FFGDKzLasUa,4.5,1.0,4,Reject,0,0,8,4,4,4,4,4,3,4.0,4,Accept,4,3,2,3,4,3,3,2,3,Reject,1,0
ahi2XSHpAUZ,6.4,0.8944271909999157,5,Accept (Poster),1,1,7,4,4,4,4,4,4,4.0,4,Accept,7,3,3,3,4,3,3,3,4,Reject,1,0
EZNOb_uNpJk,5.333333333333333,0.5773502691896258,3,Accept (Poster),1,1,7,4,4,4,4,4,3,4.0,4,Accept,5,3,3,3,4,4,3,3,3,Reject,1,0
FKp8-pIRo3y,6.0,0.0,4,Accept (Poster),1,1,7,3,3,3,4,3,3,3.0,3,Accept,6,3,2,3,4,3,3,2,3,Reject,1,0
GugZ5DzzAu,5.75,0.5,4,Accept (Poster),1,1,7,4,3,3,4,3,4,3.0,3,Accept,7,3,3,3,4,4,3,3,3,Accept,1,1
RQ428ZptQfU,7.5,1.0,4,Accept (Poster),1,1,7,4,3,4,4,4,4,3.0,3,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
5Qkd7-bZfI,6.0,0.0,4,Accept (Poster),1,1,7,3,3,3,4,4,3,3.0,3,Accept,4,3,3,3,4,3,3,3,3,Reject,1,0
0JzqUlIVVDd,5.75,2.0615528128088303,4,Accept (Poster),1,1,7,3,3,3,4,3,3,3.0,3,Accept,7,3,3,3,4,4,3,3,3,Accept,1,1
-6me0AsJVdu,5.5,2.0816659994661326,4,Reject,0,0,7,3,3,4,4,4,3,4.0,4,Accept,4,2,2,3,4,3,2,2,3,Reject,1,0
eIvzaLx6nKW,5.666666666666667,0.5773502691896258,3,Reject,0,0,7,3,4,3,4,3,3,4.0,3,Accept,6,3,2,3,4,3,3,2,3,Reject,1,0
xnYACQquaGV,6.25,2.362907813126304,4,Accept (Poster),1,1,7,3,3,4,4,4,3,3.0,3,Accept,6,3,3,3,4,3,3,3,3,Accept,1,1
qQuzhbU3Gto,3.6666666666666665,1.1547005383792515,3,Reject,0,0,7,3,3,3,4,4,3,3.0,3,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
SYuJXrXq8tw,6.75,1.5,4,Accept (Poster),1,1,6,3,3,3,4,4,3,3.0,3,Accept,7,3,3,3,4,3,3,3,3,Accept,1,1
O-r8LOR-CCA,6.0,0.0,5,Accept (Poster),1,1,7,3,4,4,4,4,3,4.0,4,Accept,7,4,3,4,4,4,4,3,4,Accept,1,1
9u5E8AFudRx,5.333333333333333,2.516611478423583,3,Reject,0,0,7,3,3,3,4,4,3,3.0,3,Accept,7,3,3,3,4,4,3,3,4,Reject,1,0
EYCm0AFjaSS,5.2,0.4472135954999579,5,Reject,0,0,7,3,4,3,4,4,4,4.0,3,Accept,4,3,2,3,4,3,3,2,3,Reject,1,0
MTsBazXmX00,4.75,1.2583057392117916,4,Reject,0,0,7,3,4,3,3,3,3,4.0,3,Accept,4,2,2,2,4,2,2,2,2,Reject,1,0
gjNcH0hj0LM,7.0,2.0,4,Accept (Poster),1,1,8,4,3,4,4,4,4,3.0,4,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
wu5yYUutDGW,5.666666666666667,0.5773502691896258,3,Reject,0,0,8,4,3,4,4,4,4,3.0,4,Accept,7,3,3,3,4,4,3,3,3,Accept,1,1
qyzTEWWM0Pp,4.833333333333333,0.9831920802501749,6,Reject,0,0,8,4,3,4,4,4,4,4.0,4,Accept,5,2,2,3,4,3,2,2,3,Reject,1,0
ks_uMcTPyW4,5.666666666666667,0.5773502691896258,3,Reject,0,0,7,3,3,3,4,3,3,3.0,3,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
qEGBB9YB31,5.5,0.5773502691896257,4,Reject,0,0,7,4,4,4,4,4,3,4.0,3,Accept,4,3,3,3,4,3,3,3,3,Reject,1,0
eqaxDZg4MHw,3.75,1.5,4,Reject,0,0,7,4,3,3,4,4,4,3.0,3,Accept,4,3,2,2,4,2,3,2,2,Reject,1,0
hyuacPZQFb0,4.6,0.8944271909999157,5,Reject,0,0,7,4,3,3,4,3,4,3.0,4,Accept,4,3,3,2,4,2,3,3,3,Reject,1,0
RjMtFbmETG,5.0,1.4142135623730951,4,Reject,0,0,7,3,4,3,4,4,3,4.0,3,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
UgNQM-LcVpN,3.0,0.0,4,Reject,0,0,5,3,3,3,4,3,2,3.0,3,Reject,4,2,2,2,4,3,2,2,3,Reject,0,0
kcrIligNnl,5.0,1.4142135623730951,4,Reject,0,0,7,4,4,4,4,4,3,4.0,4,Accept,6,3,3,3,4,4,3,3,3,Reject,1,0
Ub1BQTKiwqg,3.0,0.0,4,Reject,0,0,7,3,3,3,4,3,3,3.0,4,Accept,5,2,2,3,4,3,2,2,3,Reject,1,0
BRFWxcZfAdC,6.2,2.04939015319192,5,Accept (Poster),1,1,7,4,3,4,4,4,3,2.0,3,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
_ixHFNR-FZ,4.25,1.5,4,Reject,0,0,8,4,3,4,4,4,4,3.0,4,Accept,6,3,2,3,4,4,3,2,3,Reject,1,0
C4o-EEUx-6,4.75,1.2583057392117916,4,Reject,0,0,7,3,3,3,4,4,3,3.0,3,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
TBWA6PLJZQm,7.0,1.1547005383792515,4,Accept (Poster),1,1,8,4,4,4,4,3,4,4.0,4,Accept,6,3,3,3,4,3,3,3,3,Accept,1,1
6u6N8WWwYSM,7.0,1.1547005383792515,4,Accept (Poster),1,1,7,4,4,4,4,4,4,4.0,4,Accept,6,3,2,3,4,3,3,2,3,Reject,1,0
t5s-hd1bqLk,6.0,0.0,3,Accept (Poster),1,1,7,3,3,3,4,4,3,4.0,3,Accept,6,3,3,3,4,4,3,3,3,Reject,1,0
1L0C5ROtFp,8.666666666666666,1.1547005383792517,3,Accept (Oral),3,1,8,4,4,4,4,4,4,4.0,4,Accept,5,3,2,3,4,4,3,2,3,Reject,1,0
ZFIT_sGjPJ,5.0,1.4142135623730951,4,Reject,0,0,7,4,3,3,4,3,3,4.0,3,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
uEBrNNEfceE,6.0,1.4142135623730951,4,Reject,0,0,8,4,3,4,4,4,4,4.0,4,Accept,6,3,3,3,4,4,3,3,3,Reject,1,0
JGO8CvG5S9,8.0,2.0,3,Accept (Spotlight),2,1,8,4,3,4,4,4,4,2.0,4,Accept,5,3,3,3,4,4,3,3,3,Reject,1,0
IEsx-jwFk3g,5.5,0.5773502691896257,4,Reject,0,0,8,4,3,4,4,4,4,4.0,4,Accept,4,3,2,3,4,3,3,2,3,Reject,1,0
WLEx3Jo4QaB,5.75,0.5,4,Accept (Poster),1,1,8,4,4,4,4,4,3,4.0,4,Accept,6,3,2,3,4,3,3,2,3,Reject,1,0
8Wdj6IJsSyJ,5.0,0.0,4,Reject,0,0,7,3,3,3,4,3,3,3.0,3,Accept,7,3,2,3,4,3,3,2,4,Reject,1,0
UJ9_wmscwk,4.25,1.5,4,Reject,0,0,7,3,3,4,4,4,3,4.0,4,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
d2XZsOT-_U_,4.0,1.7320508075688772,3,Reject,0,0,8,4,3,4,4,4,3,4.0,4,Accept,4,3,2,3,4,3,3,2,3,Reject,1,0
HHpWuWayMo,4.0,1.1547005383792515,4,Reject,0,0,7,4,3,3,4,3,3,3.0,3,Accept,4,2,2,2,4,3,2,2,3,Reject,1,0
WPI2vbkAl3Q,6.0,1.4142135623730951,4,Accept (Poster),1,1,7,4,3,3,4,4,4,3.0,4,Accept,5,3,2,3,4,4,3,2,3,Reject,1,0
YZHES8wIdE,7.5,1.0,4,Accept (Spotlight),2,1,7,3,3,3,4,3,4,3.0,3,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
o6dG7nVYDS,5.25,2.0615528128088303,4,Reject,0,0,8,4,3,4,4,4,4,4.0,4,Accept,7,3,3,3,4,3,3,3,3,Accept,1,1
dtYnHcmQKeM,4.75,1.2583057392117916,4,Reject,0,0,8,3,3,4,4,4,3,3.0,4,Accept,6,3,2,3,4,3,3,3,3,Reject,1,0
z8xVlqWwRrK,6.0,1.4142135623730951,4,Reject,0,0,8,4,3,4,4,4,4,3.0,4,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
ODnCiZujily,4.8,2.04939015319192,5,Reject,0,0,8,4,3,4,4,4,4,4.0,4,Accept,7,4,3,4,4,4,4,3,4,Accept,1,1
morSrUyWG26,5.25,0.5,4,Reject,0,0,7,3,3,3,4,3,3,3.0,3,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
-TSe5o7STVR,6.2,2.04939015319192,5,Accept (Poster),1,1,6,3,3,4,4,4,3,3.0,3,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
i--G7mhB19P,5.2,0.4472135954999579,5,Reject,0,0,7,3,3,3,4,4,3,3.0,3,Accept,4,3,2,3,4,3,3,2,3,Reject,1,0
zyrhwrd9EYs,3.6666666666666665,1.1547005383792515,3,Reject,0,0,6,3,3,3,4,3,4,3.0,4,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
NZQ8aTScT1-,4.5,1.0,4,Reject,0,0,7,3,2,3,4,3,3,2.0,3,Accept,5,3,3,3,4,4,3,3,4,Reject,1,0
IEKL-OihqX0,5.75,0.5,4,Reject,0,0,7,3,4,3,4,4,3,4.0,3,Accept,7,3,3,3,4,4,4,3,3,Accept,1,1
ZOcX-eybqoL,5.833333333333333,1.169045194450012,6,Accept (Poster),1,1,8,3,4,4,4,4,3,4.0,4,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
hUr6K4D9f7P,5.0,1.4142135623730951,4,Reject,0,0,7,3,3,3,4,4,3,3.0,4,Accept,7,3,2,4,4,3,3,2,3,Accept,1,1
1xXvPrAshao,6.25,1.2583057392117916,4,Accept (Spotlight),2,1,7,3,3,3,4,4,3,3.0,3,Accept,7,3,3,3,4,4,3,3,4,Accept,1,1
IhkSFe9YqMy,2.0,1.1547005383792515,4,Reject,0,0,6,3,3,3,3,3,3,3.0,3,Accept,3,2,2,2,4,2,2,2,3,Reject,1,0
FpKgG31Z_i9,4.25,2.5,4,Reject,0,0,7,4,3,4,4,4,3,3.0,4,Accept,5,2,3,3,4,3,2,3,3,Reject,1,0
eo1barn2Xmd,4.0,1.4142135623730951,5,Reject,0,0,7,4,3,3,4,3,4,3.0,4,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
dg79moSRqIo,6.0,0.0,4,Accept (Poster),1,1,7,3,4,4,4,4,3,4.0,4,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
DrCsriMQ1o,4.75,2.362907813126304,4,Reject,0,0,6,3,3,3,4,4,3,3.0,3,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
UseMOjWENv,8.0,0.0,3,Accept (Oral),3,1,8,4,3,4,4,4,4,3.0,4,Accept,7,3,3,3,4,4,4,3,4,Accept,1,1
kiNEOCSEzt,5.75,0.5,4,Reject,0,0,7,3,3,3,4,3,3,3.0,4,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
gLqnSGXVJ6l,2.5,1.0,4,Reject,0,0,6,3,3,3,4,3,3,3.0,3,Accept,3,2,2,2,4,2,2,2,2,Reject,1,0
5XmLzdslFNN,6.5,1.0,4,Accept (Poster),1,1,7,3,4,3,4,4,3,4.0,4,Accept,6,3,3,3,4,3,3,3,4,Reject,1,0
fEcbkaHqlur,6.0,1.4142135623730951,4,Reject,0,0,7,3,3,3,4,3,3,4.0,4,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
RMv-5wMMrE3,4.25,1.5,4,Reject,0,0,7,3,3,3,4,4,3,3.0,3,Accept,5,3,2,3,4,4,3,2,3,Reject,1,0
DfMqlB0PXjM,7.5,1.0,4,Accept (Spotlight),2,1,8,4,3,4,4,4,4,3.0,4,Accept,7,4,3,4,4,4,4,3,4,Accept,1,1
R612wi_C-7w,4.2,1.0954451150103321,5,Reject,0,0,7,3,4,3,4,4,3,4.0,4,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
Zq2G_VTV53T,6.25,1.2583057392117916,4,Accept (Poster),1,1,8,4,4,4,4,4,4,4.0,4,Accept,6,3,3,3,4,3,3,3,4,Accept,1,1
VyZRObZ19kt,4.666666666666667,2.8867513459481287,3,Reject,0,0,6,3,3,3,4,3,3,3.0,4,Accept,8,4,3,4,4,4,4,3,4,Accept,1,1
ZDYhm_o8MX,5.0,1.224744871391589,5,Reject,0,0,7,3,3,3,4,4,3,3.0,3,Accept,4,2,2,3,4,3,2,2,3,Reject,1,0
ziRLU3Y2PN_,6.75,2.5,4,Accept (Poster),1,1,7,3,3,4,4,3,3,3.0,3,Accept,6,3,2,3,4,3,3,2,3,Reject,1,0
Czsdv-S4-w9,7.25,2.217355782608345,4,Accept (Poster),1,1,8,4,3,4,4,4,4,4.0,4,Accept,6,3,3,3,4,4,3,3,3,Reject,1,0
18Ys0-PzyPI,6.5,1.0,4,Accept (Poster),1,1,7,3,3,3,4,4,3,3.0,4,Accept,6,3,3,3,4,3,3,3,3,Accept,1,1
0DcZxeWfOPt,6.25,2.362907813126304,4,Accept (Poster),1,1,7,4,3,4,4,4,3,4.0,4,Accept,7,3,3,3,4,3,3,3,3,Accept,1,1
mF5tmqUfdsw,6.0,0.0,3,Reject,0,0,7,3,3,3,4,4,3,4.0,3,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
4l5iO9eoh3f,4.75,1.2583057392117916,4,Reject,0,0,7,3,3,3,4,3,3,3.0,3,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
dEOeQgQTyvt,5.25,1.5,4,Reject,0,0,7,3,3,3,4,4,3,2.0,3,Accept,4,3,2,3,4,3,3,2,3,Reject,1,0
4Ycr8oeCoIh,6.666666666666667,1.1547005383792517,3,Accept (Poster),1,1,7,4,3,4,4,3,4,3.0,4,Accept,6,3,3,3,4,3,3,3,3,Accept,1,1
O5Wr-xX0U2y,5.666666666666667,0.5773502691896258,3,Reject,0,0,8,3,3,3,4,4,3,3.0,3,Accept,4,2,2,2,4,3,2,2,3,Reject,1,0
tFgdrQbbaa,6.25,1.2583057392117916,4,Accept (Poster),1,1,7,4,3,4,4,4,4,4.0,4,Accept,6,3,2,3,4,3,3,2,3,Reject,1,0
JYQYysrNT3M,4.0,1.1547005383792515,4,Reject,0,0,7,3,3,3,3,4,3,3.0,3,Accept,4,3,2,2,4,3,3,3,2,Reject,1,0
2s4sNT11IcH,4.75,2.362907813126304,4,Reject,0,0,7,4,4,4,4,3,3,4.0,4,Accept,6,3,2,3,4,3,3,2,3,Reject,1,0
6-lLt2zxbZR,3.0,1.632993161855452,4,Reject,0,0,4,2,2,3,4,2,2,2.0,3,Reject,4,2,2,3,4,3,2,2,3,Reject,0,0
cD0O_Sc-wNy,5.5,2.0816659994661326,4,Reject,0,0,7,3,3,3,4,4,3,3.0,3,Accept,6,3,3,3,4,4,3,3,3,Reject,1,0
dtt435G80Ng,4.5,1.0,4,Reject,0,0,7,4,3,3,4,3,4,4.0,4,Accept,5,3,2,2,4,2,3,2,3,Reject,1,0
LtI14EpWKH,4.0,1.1547005383792515,4,Reject,0,0,5,3,3,2,4,4,2,3.0,3,Reject,4,2,2,2,4,3,2,3,3,Reject,0,0
xspalMXAB0M,5.0,1.224744871391589,5,Reject,0,0,5,3,2,3,4,3,3,2.0,3,Accept,4,3,2,3,4,3,3,2,3,Reject,1,0
p7LSrQ3AADp,5.333333333333333,2.516611478423583,3,Reject,0,0,7,3,3,3,4,4,3,3.0,4,Accept,5,2,3,2,4,3,2,3,3,Reject,1,0
VFBjuF8HEp,6.5,1.0,4,Accept (Poster),1,1,8,3,3,4,4,4,3,3.0,4,Accept,7,3,3,3,4,4,3,3,4,Accept,1,1
jE_ipyh20rb,4.75,1.2583057392117916,4,Reject,0,0,7,3,3,3,4,4,3,3.0,4,Accept,4,2,2,2,4,3,2,2,3,Reject,1,0
YLglAn-USkf,5.0,1.4142135623730951,4,Reject,0,0,6,3,3,3,4,2,3,3.0,3,Accept,4,2,2,3,4,3,2,2,3,Reject,1,0
mFpP0THYeaX,4.4,1.3416407864998738,5,Reject,0,0,7,3,3,3,4,4,3,3.0,4,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
q4HaTeMO--y,6.5,1.0,4,Accept (Poster),1,1,8,4,3,4,4,4,4,4.0,4,Accept,6,3,3,3,4,4,3,3,4,Reject,1,0
FPCMqjI0jXN,7.333333333333333,1.1547005383792517,3,Accept (Oral),3,1,8,4,3,4,4,4,4,4.0,4,Accept,4,3,3,3,4,4,3,3,3,Reject,1,0
5hLP5JY9S2d,7.333333333333333,1.1547005383792517,3,Accept (Oral),3,1,7,4,4,4,4,3,4,4.0,4,Accept,4,3,3,3,4,3,3,3,3,Reject,1,0
JHXjK94yH-y,4.333333333333333,1.1547005383792517,3,Reject,0,0,8,3,3,4,4,4,3,3.0,4,Accept,6,3,3,3,4,4,3,3,3,Accept,1,1
js62_xuLDDv,6.5,1.0,4,Accept (Poster),1,1,7,3,3,4,4,4,3,3.0,4,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
rS9t6WH34p,6.25,1.2583057392117916,4,Reject,0,0,8,4,4,4,4,4,4,4.0,4,Accept,6,3,3,3,4,3,3,3,4,Reject,1,0
VqzXzA9hjaX,6.0,0.0,4,Accept (Poster),1,1,7,3,3,3,4,3,3,3.0,3,Accept,4,2,2,3,4,3,3,2,3,Reject,1,0
vdbidlOkeF0,5.0,1.4142135623730951,4,Reject,0,0,8,4,4,4,4,4,4,4.0,4,Accept,6,3,3,3,4,4,3,3,4,Reject,1,0
7AzOUBeajwl,4.25,1.5,4,Reject,0,0,7,3,3,3,4,4,3,3.0,3,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
nsjkNB2oKsQ,3.5,1.0,4,Reject,0,0,7,3,3,4,4,4,3,3.0,4,Accept,7,3,3,3,4,4,3,3,3,Reject,1,0
2hMEdc35xZ6,3.4,0.8944271909999159,5,Reject,0,0,7,3,3,3,4,4,3,3.0,4,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
uHv20yi8saL,5.75,2.0615528128088303,4,Reject,0,0,6,4,3,4,4,4,3,3.0,3,Accept,7,3,3,4,4,4,3,3,4,Accept,1,1
5FUq05QRc5b,8.0,0.0,3,Accept (Spotlight),2,1,8,4,4,4,4,4,4,4.0,4,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
Py8WbvKH_wv,5.5,0.5773502691896257,4,Reject,0,0,7,3,4,4,4,4,4,4.0,4,Accept,6,3,3,3,4,4,3,3,3,Accept,1,1
R11xJsRjA-W,3.5,1.9148542155126762,4,Reject,0,0,7,4,4,4,4,4,3,4.0,4,Accept,4,3,3,3,4,3,3,3,3,Reject,1,0
5xEgrl_5FAJ,6.2,1.0954451150103321,5,Accept (Poster),1,1,7,3,3,4,4,4,3,4.0,4,Accept,5,3,3,3,4,4,3,3,4,Reject,1,0
iGffRQ9jQpQ,4.75,1.2583057392117916,4,Reject,0,0,7,3,3,3,4,4,3,3.0,3,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
bVT5w39X0a,4.0,1.1547005383792515,4,Reject,0,0,7,3,3,4,4,4,3,3.0,4,Accept,6,3,2,3,4,4,3,2,3,Reject,1,0
I2Hw58KHp8O,6.75,2.5,4,Accept (Poster),1,1,7,4,4,4,4,4,4,4.0,4,Accept,7,3,3,3,4,3,3,3,3,Accept,1,1
bilHNPhT6-,5.0,1.4142135623730951,4,Reject,0,0,7,4,3,3,4,3,4,3.0,3,Accept,7,3,3,4,4,4,4,3,4,Accept,1,1
LQCUmLgFlR,5.0,1.4142135623730951,4,Reject,0,0,7,3,3,3,3,3,3,3.0,3,Accept,4,3,2,3,4,3,3,2,3,Reject,1,0
rbFPSQHlllm,2.0,1.1547005383792515,4,Reject,0,0,6,3,2,3,4,2,3,3.0,2,Accept,4,2,2,2,4,3,2,2,3,Reject,1,0
ms7xJWbf8Ku,5.0,1.224744871391589,5,Reject,0,0,7,4,3,3,4,4,4,3.0,4,Accept,4,3,2,3,4,3,3,2,3,Reject,1,0
nwKXyFvaUm,5.75,2.0615528128088303,4,Accept (Poster),1,1,7,3,3,3,4,4,3,3.0,3,Accept,6,3,2,3,4,4,3,3,3,Reject,1,0
anbBFlX1tJ1,6.5,1.0,4,Accept (Poster),1,1,8,4,3,4,4,4,4,3.0,4,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
JVWB8QRUOi-,3.6666666666666665,1.1547005383792515,3,Reject,0,0,7,3,3,3,4,4,3,3.0,4,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
dEelotBE6e2,4.75,2.362907813126304,4,Reject,0,0,9,4,3,4,4,4,4,3.0,4,Accept,6,3,3,3,4,4,3,3,3,Reject,1,0
FndDxSz3LxQ,5.75,0.5,4,Accept (Poster),1,1,8,4,3,4,4,3,4,4.0,4,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
HRL6el2SBQ,5.5,2.0816659994661326,4,Reject,0,0,7,3,3,3,4,3,3,3.0,3,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
t1QXzSGwr9,3.0,1.632993161855452,4,Reject,0,0,7,3,3,3,4,4,3,3.0,4,Accept,3,2,3,2,4,3,2,3,2,Reject,1,0
e0uknAgETh,5.0,0.0,4,Reject,0,0,7,3,3,4,4,4,4,3.0,4,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
8XM-AXMnAk_,5.25,1.5,4,Reject,0,0,8,4,3,4,4,3,3,3.0,4,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
qZNw8Ao_BIC,5.5,2.0816659994661326,4,Reject,0,0,8,4,4,4,4,4,4,4.0,4,Accept,7,3,3,3,4,4,3,3,4,Accept,1,1
RLtqs6pzj1-,5.75,0.5,4,Accept (Poster),1,1,8,3,3,4,4,4,3,3.0,4,Accept,7,3,3,3,4,4,3,3,3,Accept,1,1
kHNKTO2sYH,6.0,0.0,3,Reject,0,0,7,3,4,3,4,4,3,4.0,3,Accept,6,3,2,3,4,3,3,2,3,Reject,1,0
izj68lUcBpt,6.25,1.2583057392117916,4,Accept (Poster),1,1,7,3,3,3,4,4,3,3.0,3,Accept,7,3,3,3,4,3,3,3,4,Accept,1,1
dzZQEvQ6dRK,5.25,2.0615528128088303,4,Reject,0,0,8,3,3,3,4,4,4,3.0,3,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
bgAS1ZvveZ,5.25,1.5,4,Reject,0,0,8,4,4,4,4,4,4,4.0,4,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
biyvmQe5jM,4.5,1.7320508075688772,4,Reject,0,0,7,3,3,3,4,4,3,3.0,3,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
nkaba3ND7B5,6.0,2.449489742783178,4,Accept (Poster),1,1,7,3,4,4,4,4,3,4.0,4,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
OqlohL9sVO,3.75,2.217355782608345,4,Reject,0,0,8,3,3,3,4,4,3,3.0,4,Accept,5,3,2,3,4,3,3,2,3,Reject,1,0
cLcLdwOfhoe,4.75,1.2583057392117916,4,Reject,0,0,8,4,3,4,4,4,4,4.0,4,Accept,7,3,3,3,4,3,3,3,4,Reject,1,0
FZoZ7a31GCW,7.0,1.7320508075688772,3,Accept (Poster),1,1,7,3,3,3,4,4,3,3.0,3,Accept,6,3,3,3,4,4,3,3,3,Reject,1,0
8rCMq0yJMG,5.5,2.0816659994661326,4,Reject,0,0,8,3,3,4,4,4,3,4.0,4,Accept,6,3,3,3,4,4,3,3,4,Reject,1,0
So6YAqnqgMj,6.5,1.7320508075688772,4,Accept (Poster),1,1,7,4,3,4,4,3,4,4.0,4,Accept,7,4,3,4,4,4,4,3,4,Accept,1,1
Zca3NK3X8G,6.5,1.7320508075688772,4,Reject,0,0,9,4,3,4,4,4,3,4.0,4,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
YfFWrndRGQx,6.0,0.0,4,Reject,0,0,7,4,3,4,4,4,3,3.0,3,Accept,6,3,3,3,4,4,3,3,3,Accept,1,1
Oh1r2wApbPv,7.0,1.1547005383792515,4,Accept (Poster),1,1,7,3,3,3,4,4,3,4.0,3,Accept,6,3,3,3,4,3,3,3,3,Accept,1,1
youe3QQepVB,5.333333333333333,0.5773502691896258,3,Reject,0,0,7,3,3,3,4,4,3,4.0,4,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
8Py-W8lSUgy,6.25,1.2583057392117916,4,Accept (Spotlight),2,1,7,3,3,4,4,4,3,2.0,4,Accept,5,3,3,3,4,4,3,3,4,Reject,1,0
fVu3o-YUGQK,7.333333333333333,1.1547005383792517,3,Accept (Poster),1,1,7,4,4,4,4,3,3,4.0,4,Accept,6,3,3,3,4,3,3,3,3,Reject,1,0
N0uJGWDw21d,6.5,1.0,4,Accept (Poster),1,1,7,4,3,3,4,3,4,3.0,4,Accept,7,3,3,3,4,4,3,3,4,Accept,1,1
q79uMSC6ZBT,6.75,1.5,4,Accept (Poster),1,1,7,3,3,3,4,3,3,3.0,3,Accept,5,3,3,3,4,4,3,3,3,Reject,1,0
-9ffJ9NQmal,4.25,1.5,4,Reject,0,0,7,3,3,3,4,4,3,3.0,4,Accept,6,3,3,3,4,3,3,3,4,Reject,1,0
UvNXZgJAOAP,4.25,1.5,4,Reject,0,0,7,3,3,3,4,4,3,3.0,3,Accept,5,3,2,2,4,3,3,2,3,Reject,1,0
2yITmG7YIFT,3.5,1.9148542155126762,4,Reject,0,0,7,3,3,4,4,3,3,3.0,3,Accept,5,3,3,3,4,3,3,3,3,Reject,1,0
kUGYDTJUcuc,4.0,1.7320508075688772,3,Reject,0,0,5,3,2,3,4,3,3,3.0,3,Accept,4,2,2,2,4,2,2,2,3,Reject,1,0
F2r3wYar3Py,5.25,0.5,4,Reject,0,0,7,3,3,3,4,4,3,3.0,3,Accept,4,2,2,2,4,3,2,2,3,Reject,1,0
